Year,Destination,Origin,Refugees,AsylumSeekers,ReturnedRefugees,IDPs,ReturnedIDPs,StatelessPersons,Others,Total
2003,Norway,"Syrian Arab Rep.",93,,,,,,,93
2003,"New Zealand","Syrian Arab Rep.",39,4,,,,,,43
2003,Oman,"Syrian Arab Rep.",,1,,,,,,1
2003,Pakistan,"Syrian Arab Rep.",7,,,,,,,7
2003,Peru,"Syrian Arab Rep.",1,2,,,,,,3
2003,Poland,"Syrian Arab Rep.",16,3,,,,,,19
2003,Qatar,"Syrian Arab Rep.",,1,,,,,,1
2003,Romania,"Syrian Arab Rep.",21,4,,,,,,25
2003,"Saudi Arabia","Syrian Arab Rep.",1,,,,,,,1
2003,Sudan,"Syrian Arab Rep.",1,,,,,,,1
2003,Slovakia,"Syrian Arab Rep.",,43,,,,,,43
2003,Sweden,"Syrian Arab Rep.",1048,886,,,,,,1934
2003,Tunisia,"Syrian Arab Rep.",5,,,,,,,5
2003,Turkey,"Syrian Arab Rep.",3,5,,,,,,8
2003,Ukraine,"Syrian Arab Rep.",42,24,,,,,,66
2003,"United States of America","Syrian Arab Rep.",182,211,,,,,,393
2003,Uzbekistan,"Syrian Arab Rep.",,1,,,,,,1
2003,Yemen,"Syrian Arab Rep.",14,67,,,,,,81
2004,"United Arab Emirates","Syrian Arab Rep.",34,25,,,,,,59
2004,Australia,"Syrian Arab Rep.",103,2,,,,,,105
2004,Austria,"Syrian Arab Rep.",75,,,,,,,75
2004,Azerbaijan,"Syrian Arab Rep.",2,,,,,,,2
2004,Belgium,"Syrian Arab Rep.",80,253,,,,,,333
2004,Benin,"Syrian Arab Rep.",1,,,,,,,1
2004,Bulgaria,"Syrian Arab Rep.",72,2,,,,,,74
2004,"Bosnia and Herzegovina","Syrian Arab Rep.",1,1,,,,,,2
2004,Belarus,"Syrian Arab Rep.",,3,,,,,,3
2004,Brazil,"Syrian Arab Rep.",5,1,,,,,,6
2004,Canada,"Syrian Arab Rep.",459,95,,,,,,554
2004,Switzerland,"Syrian Arab Rep.",179,106,,,,,,285
2004,"Côte d'Ivoire","Syrian Arab Rep.",3,,,,,,,3
2004,Cyprus,"Syrian Arab Rep.",26,532,,,,,,558
2004,"Czech Rep.","Syrian Arab Rep.",14,,,,,,,14
2004,Germany,"Syrian Arab Rep.",16184,475,,,,,,16659
2004,Denmark,"Syrian Arab Rep.",177,18,,,,,,195
2004,Algeria,"Syrian Arab Rep.",3,1,,,,,,4
2004,Ecuador,"Syrian Arab Rep.",,2,,,,,,2
2004,Egypt,"Syrian Arab Rep.",1,3,,,,,,4
2004,Spain,"Syrian Arab Rep.",21,,,,,,,21
2004,Finland,"Syrian Arab Rep.",40,,,,,,,40
2004,France,"Syrian Arab Rep.",205,,,,,,,205
2004,"United Kingdom","Syrian Arab Rep.",44,,,,,,,44
2004,Greece,"Syrian Arab Rep.",50,28,,,,,,78
2004,Hungary,"Syrian Arab Rep.",29,4,,,,,,33
2004,Indonesia,"Syrian Arab Rep.",2,,,,,,,2
2004,Ireland,"Syrian Arab Rep.",21,18,,,,,,39
2004,Iraq,"Syrian Arab Rep.",489,602,158,,,,,1249
2004,Iceland,"Syrian Arab Rep.",1,,,,,,,1
2004,Israel,"Syrian Arab Rep.",1,,,,,,,1
2004,Italy,"Syrian Arab Rep.",41,,,,,,,41
2004,Jordan,"Syrian Arab Rep.",37,77,,,,,,114
2004,Kyrgyzstan,"Syrian Arab Rep.",6,2,,,,,,8
2004,Kuwait,"Syrian Arab Rep.",,4,,,,,,4
2004,Morocco,"Syrian Arab Rep.",3,1,,,,,,4
2004,"Rep. of Moldova","Syrian Arab Rep.",,17,,,,,,17
2004,Malta,"Syrian Arab Rep.",10,2,,,,,,12
2004,Malaysia,"Syrian Arab Rep.",,2,,,,,,2
2004,Netherlands,"Syrian Arab Rep.",1588,549,,,,,,2137
2004,Norway,"Syrian Arab Rep.",132,,,,,,,132
